benchmark,size,n_nodes,n_processes,best_backend,sub_backend,best_runtime,n_qubits,depth,width,n_clbits,n_ops,n_gates,n_parameters,n_connected_components,n_measure_ops,single_qubit_gates,two_qubit_gates,three_qubit_gates,four_qubit_gates,num_separable_circuits,num_tensor_factors,num_serial_layers,qc_width_total,num_registers,num_cregs,num_ancillas,idle_wires,global_phase,dag_size_ops,dag_edge_count,longest_path_len,num_control_flow_ops,num_barriers,num_distinct_twoq_pairs,touch_min,touch_max,touch_avg,clifford_count,nonclifford_count,measure_fraction,total_gate_params,avg_gate_params,std_gate_params,min_gate_params,max_gate_params,num_controlled_gates,num_unitary_factors,dag_duration,qc_duration,gate_barrier,gate_ccx,gate_cp,gate_cu,gate_cx,gate_cz,gate_h,gate_measure,gate_p,gate_rx,gate_ry,gate_rz,gate_s,gate_swap,gate_u2,arg_number_of_iterations,arg_optimization_level,algo_depth,algo_width,algo_num_qubits,algo_num_clbits,algo_num_ops,algo_num_2q_gates,algo_num_cliffords,algo_num_non_cliffords,algo_critical_path_length,algo_connected_components,algo_num_parameters,algo_gate_measure,algo_gate_cx,algo_gate_h,transpile_opt_level,hw_circ_depth,hw_circ_width,hw_circ_num_ops,hw_circ_num_2q_gates,hw_circ_swaps,hw_circ_connected_components,hw_circ_connectivity_degree_max,hw_circ_connectivity_degree_avg,hw_gate_cz,hw_gate_measure,hw_gate_rz,hw_gate_sx,exec_openmp_num_threads,exec_mpi_rank,exec_mpi_size,exec_transpile_time,depth_ratio,twoq_ratio,hw_gate_cx,hw_gate_h,algo_gate_rz,algo_gate_cz,algo_gate_s,algo_gate_swap,algo_gate_rx,hw_gate_x,algo_gate_cu,algo_gate_ccx,algo_gate_cp,algo_gate_u2,algo_gate_ry,algo_gate_p,algo_gate_barrier,hw_gate_barrier,hw_gate_rx,algo_gate_reset,hw_gate_reset,hw_gate_gpi2,hw_gate_ms,hw_gate_gpi,hw_gate_ry,arg_device,arg_run_mode,algo_shots,be_backend_name,be_backend_type,be_backend_is_simulator,depth_qf,width_qf,n_ops_qf,two_qubit_gates_qf,clifford_count_qf,nonclifford_count_qf,critical_path_length_qf,connected_components_qf,num_parameters_qf,critical_path_length,connected_components,num_parameters
hhl,11,1,16,qiskitaer,statevector,8844.435844997255,11.0,4317.0,11.0,11.0,4378.0,4378.0,0.0,1.0,11.0,72.0,2850.0,1456.0,0.0,1.0,1.0,4379.0,22.0,3.0,1.0,0.0,0.0,0.0,4379.0,10184.0,4320.0,,1.0,19.0,0.0,2581.0,922.818181818182,49.0,4330.0,1.0,9601.0,2.1930105070808588,1.8808686820126337,0.0,4.0,4306.0,1.0,,,1.0,1456.0,574.0,2244.0,32.0,0.0,17.0,11.0,5.0,0.0,32.0,0.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hhl,11,2,4,nwqsim,MPI,985.839738001232,11.0,4317.0,11.0,11.0,4378.0,4378.0,0.0,1.0,11.0,72.0,2850.0,1456.0,0.0,1.0,1.0,4379.0,22.0,3.0,1.0,0.0,0.0,0.0,4379.0,10184.0,4320.0,,1.0,19.0,0.0,2581.0,922.818181818182,49.0,4330.0,1.0,9601.0,2.1930105070808588,1.8808686820126337,0.0,4.0,4306.0,1.0,,,1.0,1456.0,574.0,2244.0,32.0,0.0,17.0,11.0,5.0,0.0,32.0,0.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hhl,13,1,4,nwqsim,MPI,2904.3308118001128,13.0,19103.0,13.0,13.0,19182.0,19182.0,0.0,1.0,13.0,111.0,12734.0,6337.0,0.0,1.0,1.0,19183.0,26.0,3.0,1.0,0.0,0.0,0.0,19183.0,44642.0,19106.0,,1.0,26.0,0.0,10205.0,3431.0,84.0,19099.0,1.0,41505.0,2.163747263059118,1.8648792100511715,0.0,4.0,19071.0,1.0,,,1.0,6337.0,3087.0,9583.0,64.0,0.0,20.0,13.0,6.0,0.0,64.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hhl,13,1,8,nwqsim,MPI,2885.559908780528,13.0,19103.0,13.0,13.0,19182.0,19182.0,0.0,1.0,13.0,111.0,12734.0,6337.0,0.0,1.0,1.0,19183.0,26.0,3.0,1.0,0.0,0.0,0.0,19183.0,44642.0,19106.0,,1.0,26.0,0.0,10205.0,3431.0,84.0,19099.0,1.0,41505.0,2.163747263059118,1.8648792100511715,0.0,4.0,19071.0,1.0,,,1.0,6337.0,3087.0,9583.0,64.0,0.0,20.0,13.0,6.0,0.0,64.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hhl,13,1,16,qiskitaer,automatic,32630.848525333626,13.0,19103.0,13.0,13.0,19182.0,19182.0,0.0,1.0,13.0,111.0,12734.0,6337.0,0.0,1.0,1.0,19183.0,26.0,3.0,1.0,0.0,0.0,0.0,19183.0,44642.0,19106.0,,1.0,26.0,0.0,10205.0,3431.0,84.0,19099.0,1.0,41505.0,2.163747263059118,1.8648792100511715,0.0,4.0,19071.0,1.0,,,1.0,6337.0,3087.0,9583.0,64.0,0.0,20.0,13.0,6.0,0.0,64.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hhl,13,2,4,nwqsim,MPI,2684.2271803179756,13.0,19103.0,13.0,13.0,19182.0,19182.0,0.0,1.0,13.0,111.0,12734.0,6337.0,0.0,1.0,1.0,19183.0,26.0,3.0,1.0,0.0,0.0,0.0,19183.0,44642.0,19106.0,,1.0,26.0,0.0,10205.0,3431.0,84.0,19099.0,1.0,41505.0,2.163747263059118,1.8648792100511715,0.0,4.0,19071.0,1.0,,,1.0,6337.0,3087.0,9583.0,64.0,0.0,20.0,13.0,6.0,0.0,64.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hhl,13,2,8,nwqsim,MPI,3420.563258327699,13.0,19103.0,13.0,13.0,19182.0,19182.0,0.0,1.0,13.0,111.0,12734.0,6337.0,0.0,1.0,1.0,19183.0,26.0,3.0,1.0,0.0,0.0,0.0,19183.0,44642.0,19106.0,,1.0,26.0,0.0,10205.0,3431.0,84.0,19099.0,1.0,41505.0,2.163747263059118,1.8648792100511715,0.0,4.0,19071.0,1.0,,,1.0,6337.0,3087.0,9583.0,64.0,0.0,20.0,13.0,6.0,0.0,64.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hhl,15,1,4,nwqsim,MPI,19889.71389499299,15.0,90955.0,15.0,15.0,91054.0,91054.0,0.0,1.0,15.0,182.0,60728.0,30144.0,0.0,1.0,1.0,91055.0,30.0,3.0,1.0,0.0,0.0,0.0,91055.0,212130.0,90958.0,,1.0,34.0,0.0,44609.0,14139.0,151.0,90904.0,1.0,196305.0,2.1559184659652515,1.8608943479020408,0.0,4.0,90872.0,1.0,,,1.0,30144.0,15416.0,45184.0,128.0,0.0,23.0,15.0,7.0,0.0,128.0,0.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90955.0,27.794117647058822,91054.0,51816.23529411765,164.64705882352942,90890.35294117648,90955.14705882352,1.0,0.0,90955.14705882352,1.0,0.0
hhl,15,1,8,nwqsim,MPI,15663.051040000028,15.0,90955.0,15.0,15.0,91054.0,91054.0,0.0,1.0,15.0,182.0,60728.0,30144.0,0.0,1.0,1.0,91055.0,30.0,3.0,1.0,0.0,0.0,0.0,91055.0,212130.0,90958.0,,1.0,34.0,0.0,44609.0,14139.0,151.0,90904.0,1.0,196305.0,2.1559184659652515,1.8608943479020408,0.0,4.0,90872.0,1.0,,,1.0,30144.0,15416.0,45184.0,128.0,0.0,23.0,15.0,7.0,0.0,128.0,0.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90955.0,27.794117647058822,91054.0,51816.23529411765,164.64705882352942,90890.35294117648,90955.14705882352,1.0,0.0,90955.14705882352,1.0,0.0
hhl,15,2,8,nwqsim,MPI,14162.620860000061,15.0,90955.0,15.0,15.0,91054.0,91054.0,0.0,1.0,15.0,182.0,60728.0,30144.0,0.0,1.0,1.0,91055.0,30.0,3.0,1.0,0.0,0.0,0.0,91055.0,212130.0,90958.0,,1.0,34.0,0.0,44609.0,14139.0,151.0,90904.0,1.0,196305.0,2.1559184659652515,1.8608943479020408,0.0,4.0,90872.0,1.0,,,1.0,30144.0,15416.0,45184.0,128.0,0.0,23.0,15.0,7.0,0.0,128.0,0.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90955.0,27.794117647058822,91054.0,51816.23529411765,164.64705882352942,90890.35294117648,90955.14705882352,1.0,0.0,90955.14705882352,1.0,0.0
hhl,15,2,16,nwqsim,MPI,13917.913908997434,15.0,90955.0,15.0,15.0,91054.0,91054.0,0.0,1.0,15.0,182.0,60728.0,30144.0,0.0,1.0,1.0,91055.0,30.0,3.0,1.0,0.0,0.0,0.0,91055.0,212130.0,90958.0,,1.0,34.0,0.0,44609.0,14139.0,151.0,90904.0,1.0,196305.0,2.1559184659652515,1.8608943479020408,0.0,4.0,90872.0,1.0,,,1.0,30144.0,15416.0,45184.0,128.0,0.0,23.0,15.0,7.0,0.0,128.0,0.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90955.0,27.794117647058822,91054.0,51816.23529411765,164.64705882352942,90890.35294117648,90955.14705882352,1.0,0.0,90955.14705882352,1.0,0.0
hhl,17,1,8,nwqsim,MPI,146870.89044066638,17.0,416340.0,17.0,17.0,416461.0,416461.0,0.0,1.0,17.0,317.0,277752.0,138392.0,0.0,1.0,1.0,416462.0,34.0,3.0,1.0,0.0,0.0,0.0,416462.0,971065.0,416343.0,,1.0,43.0,0.0,194439.0,57118.470588235294,282.0,416180.0,1.0,895780.0,2.150933700874752,1.8601601585044825,0.0,4.0,416144.0,1.0,,,1.0,138392.0,71496.0,206000.0,256.0,0.0,26.0,17.0,8.0,0.0,256.0,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hhl,17,1,16,nwqsim,MPI,110066.1897049998,17.0,416340.0,17.0,17.0,416461.0,416461.0,0.0,1.0,17.0,317.0,277752.0,138392.0,0.0,1.0,1.0,416462.0,34.0,3.0,1.0,0.0,0.0,0.0,416462.0,971065.0,416343.0,,1.0,43.0,0.0,194439.0,57118.470588235294,282.0,416180.0,1.0,895780.0,2.150933700874752,1.8601601585044825,0.0,4.0,416144.0,1.0,,,1.0,138392.0,71496.0,206000.0,256.0,0.0,26.0,17.0,8.0,0.0,256.0,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hhl,17,2,8,nwqsim,MPI,109305.01009211082,17.0,416340.0,17.0,17.0,416461.0,416461.0,0.0,1.0,17.0,317.0,277752.0,138392.0,0.0,1.0,1.0,416462.0,34.0,3.0,1.0,0.0,0.0,0.0,416462.0,971065.0,416343.0,,1.0,43.0,0.0,194439.0,57118.470588235294,282.0,416180.0,1.0,895780.0,2.150933700874752,1.8601601585044825,0.0,4.0,416144.0,1.0,,,1.0,138392.0,71496.0,206000.0,256.0,0.0,26.0,17.0,8.0,0.0,256.0,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hhl,17,2,16,nwqsim,MPI,90708.49193000079,17.0,416340.0,17.0,17.0,416461.0,416461.0,0.0,1.0,17.0,317.0,277752.0,138392.0,0.0,1.0,1.0,416462.0,34.0,3.0,1.0,0.0,0.0,0.0,416462.0,971065.0,416343.0,,1.0,43.0,0.0,194439.0,57118.470588235294,282.0,416180.0,1.0,895780.0,2.150933700874752,1.8601601585044825,0.0,4.0,416144.0,1.0,,,1.0,138392.0,71496.0,206000.0,256.0,0.0,26.0,17.0,8.0,0.0,256.0,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hhl,19,1,4,ibmq,ibm_miami,1860502.0476934733,19.0,1866845.0,19.0,19.0,1866990.0,1866990.0,0.0,1.0,19.0,580.0,1244986.0,621424.0,0.0,1.0,1.0,1866991.0,38.0,3.0,1.0,0.0,0.0,0.0,1866991.0,4354900.0,1866848.0,,1.0,53.0,0.0,843085.0,229202.26315789475,541.0,1866450.0,1.0,4010489.0,2.148104167670957,1.8597713764551675,0.0,4.0,1866410.0,1.0,,,1.0,621424.0,322650.0,921824.0,512.0,0.0,29.0,19.0,9.0,0.0,512.0,0.0,0.0,0.0,11.0,1.0,0.5,1866845.0,19.0,19.0,19.0,1866990.0,512.0,541.0,1866450.0,1866846.0,1.0,0.0,19.0,512.0,29.0,0.5,49225309.5,120.0,66119228.0,11378548.5,0.0,101.0,19.0,2.8833333333333333,11378548.5,19.0,30421801.0,24318859.5,1.0,0.0,1.0,3024.3590979106957,26.368182414715736,22223.7275390625,,,,,,,,,921824.0,621424.0,322650.0,11.0,512.0,9.0,1.0,1.0,,,,,,,,CPU,sync,,ibm_miami,hardware,False,1866845.0,28.5,1866990.0,622749.0,551.0,1866440.0,1866845.5,1.0,0.0,1866845.5,1.0,0.0
hhl,20,1,4,ibmq,ibm_miami,12566.990715216469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibmq_cloud,120,1,1,ibmq,ibm_miami,1100892.896670357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibmq_cloud,133,1,1,ibmq,ibm_torino,34596.85745431251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibmq_cloud,156,1,1,ibmq,ibm_pittsburgh,51382.900222222226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mermin_bell,4,1,8,ibmq,ibm_miami,35.17618179321289,4.0,18.0,4.0,4.0,29.0,29.0,0.0,1.0,4.0,16.0,13.0,0.0,0.0,1.0,1.0,29.0,8.0,1.0,1.0,0.0,0.0,0.0,29.0,54.0,20.0,,0.0,6.0,9.0,11.0,10.5,24.0,5.0,1.0,1.0,0.0344827586206896,0.1824656076596269,0.0,1.0,12.0,1.0,,,0.0,0.0,0.0,0.0,9.0,3.0,7.0,4.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1.4,18.0,4.0,4.0,4.0,29.0,13.0,24.0,5.0,18.0,1.0,0.0,4.0,9.0,7.0,1.4,67.8,120.0,110.4,24.2,0.0,117.0,2.2,0.06,24.2,4.0,37.2,43.4,1.0,0.0,1.0,1.164599863672629,3.7666666666666666,1.8615384615384616,,,,3.0,4.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,CPU,sync,,ibm_miami,hardware,False,18.0,7.0,29.0,13.0,27.0,2.0,18.0,1.0,0.0,18.0,1.0,0.0
mermin_bell,8,1,8,ibmq,ibm_miami,69.49424743652344,8.0,38.0,8.0,8.0,77.0,77.0,0.0,1.0,8.0,32.0,45.0,0.0,0.0,1.0,1.0,77.0,16.0,1.0,1.0,0.0,0.0,0.0,77.0,146.0,40.0,,0.0,28.0,13.0,19.0,15.25,68.0,9.0,1.0,1.0,0.0129870129870129,0.1132181543776798,0.0,1.0,42.0,1.0,,,0.0,0.0,0.0,0.0,21.0,21.0,15.0,8.0,0.0,1.0,0.0,0.0,8.0,3.0,0.0,1.0,1.0,38.0,8.0,8.0,8.0,77.0,45.0,68.0,9.0,38.0,1.0,0.0,8.0,21.0,15.0,1.0,203.0,120.0,370.0,114.0,0.0,113.0,4.0,0.16666666666666666,114.0,8.0,81.0,167.0,1.0,0.0,1.0,1.9344969922676682,5.342105263157895,2.533333333333333,,,,21.0,8.0,3.0,1.0,,,,,,,,,,,,,,,,,CPU,sync,,ibm_miami,hardware,False,38.0,15.384615384615385,77.0,45.0,75.38461538461539,1.6153846153846154,38.0,1.0,0.0,38.0,1.0,0.0
mermin_bell,9,1,8,ibmq,ibm_miami,32.952117919921875,9.0,43.0,9.0,9.0,91.0,91.0,0.0,1.0,9.0,36.0,55.0,0.0,0.0,1.0,1.0,91.0,18.0,1.0,1.0,0.0,0.0,0.0,91.0,173.0,45.0,,0.0,36.0,14.0,21.0,16.22222222222222,81.0,10.0,1.0,1.0,0.0109890109890109,0.1042509118736828,0.0,1.0,52.0,1.0,,,0.0,0.0,0.0,0.0,24.0,28.0,17.0,9.0,0.0,1.0,0.0,0.0,9.0,3.0,0.0,1.0,1.4,43.0,9.0,9.0,9.0,91.0,55.0,81.0,10.0,43.0,1.0,0.0,9.0,24.0,17.0,1.4,262.2,120.0,552.8,170.8,0.0,111.0,3.6,0.2,170.8,9.0,94.0,279.0,1.0,0.0,1.0,1.3527588760014624,6.097674418604651,3.1054545454545455,,,,28.0,9.0,3.0,1.0,,,,,,,,,,,,,,,,,CPU,sync,,ibm_miami,hardware,False,43.0,16.2,91.0,55.0,88.2,2.8,43.0,1.0,0.0,43.0,1.0,0.0
mermin_bell,15,1,8,ibmq,ibm_torino,44.35372352600098,15.0,73.0,15.0,15.0,199.0,199.0,0.0,1.0,15.0,60.0,139.0,0.0,0.0,1.0,1.0,199.0,30.0,1.0,1.0,0.0,0.0,0.0,199.0,383.0,75.0,,0.0,105.0,20.0,33.0,22.53333333333333,183.0,16.0,1.0,1.0,0.0050251256281407,0.0707097853239713,0.0,1.0,133.0,1.0,,,0.0,0.0,0.0,0.0,42.0,91.0,29.0,15.0,0.0,1.0,0.0,0.0,15.0,6.0,0.0,1.0,1.0,73.0,15.0,15.0,15.0,199.0,139.0,183.0,16.0,73.0,1.0,0.0,15.0,42.0,29.0,1.0,790.0,133.0,2021.0,679.0,0.0,119.0,3.0,0.22556390977443608,679.0,15.0,192.0,1135.0,1.0,0.0,1.0,1.7104262500070035,10.821917808219178,4.884892086330935,,,,91.0,15.0,6.0,1.0,,,,,,,,,,,,,,,,,CPU,sync,,ibm_torino,hardware,False,73.0,28.333333333333332,199.0,139.0,196.33333333333334,2.6666666666666665,73.0,1.0,0.0,73.0,1.0,0.0
mermin_bell,16,1,8,ibmq,ibm_miami,34.55619812011719,16.0,78.0,16.0,16.0,221.0,221.0,0.0,1.0,16.0,64.0,157.0,0.0,0.0,1.0,1.0,221.0,32.0,1.0,1.0,0.0,0.0,0.0,221.0,426.0,80.0,,0.0,120.0,21.0,35.0,23.625,204.0,17.0,1.0,1.0,0.004524886877828,0.0671149184352548,0.0,1.0,150.0,1.0,,,0.0,0.0,0.0,0.0,45.0,105.0,31.0,16.0,0.0,1.0,0.0,0.0,16.0,7.0,0.0,1.0,1.4,78.0,16.0,16.0,16.0,221.0,157.0,204.0,17.0,78.0,1.0,0.0,16.0,45.0,31.0,1.4,605.6,120.0,1526.6,508.6,0.0,103.0,3.8,0.4333333333333334,508.6,16.0,194.2,806.6,1.0,0.0,1.0,1.4357917414745316,7.764102564102563,3.2394904458598726,,,,105.0,16.0,7.0,1.0,3.0,,,,,,,,,,,,,,,,CPU,sync,,ibm_miami,hardware,False,78.0,28.387096774193548,221.0,157.0,216.38709677419354,4.612903225806452,78.0,1.0,0.0,78.0,1.0,0.0
mermin_bell,20,1,8,ibmq,ibm_miami,55.06312847137451,20.0,98.0,20.0,20.0,317.0,317.0,0.0,1.0,20.0,80.0,237.0,0.0,0.0,1.0,1.0,317.0,40.0,1.0,1.0,0.0,0.0,0.0,317.0,614.0,100.0,,0.0,190.0,25.0,43.0,27.7,296.0,21.0,1.0,1.0,0.0031545741324921,0.0560769363868491,0.0,1.0,228.0,1.0,,,0.0,0.0,0.0,0.0,57.0,171.0,39.0,20.0,0.0,1.0,0.0,0.0,20.0,9.0,0.0,1.0,1.5,98.0,20.0,20.0,20.0,317.0,237.0,296.0,21.0,98.0,1.0,0.0,20.0,57.0,39.0,1.5,892.75,120.0,2509.0,841.0,0.0,100.25,3.75,0.5041666666666667,841.0,20.0,272.75,1369.25,1.0,0.0,1.0,1.4810982182680164,9.10969387755102,3.548523206751055,,,,171.0,20.0,9.0,1.0,12.0,,,,,,,,,,,,,,,,CPU,sync,,ibm_miami,hardware,False,98.0,36.55172413793103,317.0,237.0,312.55172413793105,4.448275862068965,98.0,1.0,0.0,98.0,1.0,0.0
mermin_bell,23,1,8,ibmq,ibm_miami,55.74684143066406,,113.0,23.0,,399.0,,,,,,307.0,,,,,,,,,,,,,,,,,,,,,375.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.4,113.0,23.0,23.0,23.0,399.0,307.0,375.0,24.0,113.0,1.0,0.0,23.0,66.0,45.0,1.4,1008.2,120.0,3115.2,1069.4,0.0,94.0,4.0,0.6933333333333334,1069.4,23.0,312.2,1705.2,1.0,0.0,1.0,1.6217020877171309,8.92212389380531,3.483387622149837,,,,231.0,23.0,10.0,1.0,13.5,,,,,,,,,,,,,,,,CPU,sync,,ibm_miami,hardware,False,113.0,23.0,399.0,307.0,375.0,24.0,113.0,1.0,0.0,113.0,1.0,0.0
phase_code,4,1,8,ibmq,ibm_torino,45.26042938232422,,8.0,7.0,,41.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,28.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,8.0,7.0,7.0,10.0,41.0,6.0,28.0,13.0,8.0,1.0,0.0,10.0,,22.0,1.0,11.0,133.0,37.0,6.0,0.0,127.0,2.0,0.09022556390977443,6.0,10.0,12.0,6.0,1.0,0.0,1.0,1.1444750153459609,1.375,1.0,,,,6.0,,,,,,,,,,,,,,3.0,3.0,,,,,CPU,sync,,ibm_torino,hardware,False,8.0,7.0,41.0,6.0,28.0,13.0,8.0,1.0,0.0,8.0,1.0,0.0
phase_code,9,1,8,ibmq,ibm_torino,56.962013244628906,,8.0,17.0,,101.0,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,68.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,8.0,17.0,17.0,25.0,101.0,16.0,68.0,33.0,8.0,1.0,0.0,25.0,,52.0,1.0,11.0,133.0,97.0,16.0,0.0,117.0,2.0,0.24060150375939848,16.0,25.0,32.0,16.0,1.0,0.0,1.0,2.995408975984901,1.375,1.0,,,,16.0,,,,,,,,,,,,,,8.0,8.0,,,,,CPU,sync,,ibm_torino,hardware,False,8.0,17.0,101.0,16.0,68.0,33.0,8.0,1.0,0.0,8.0,1.0,0.0
phase_code,15,1,8,ibmq,ibm_torino,49.654483795166016,,8.0,36.68,,92.36,,,,,,14.56,,,,,,,,,,,,,,,,,,,,,90.08,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,8.0,29.0,29.0,43.0,173.0,28.0,116.0,57.0,8.0,1.0,0.0,43.0,,88.0,1.0,11.0,133.0,169.0,28.0,0.0,105.0,2.0,0.42105263157894735,28.0,43.0,56.0,28.0,1.0,0.0,1.0,3.1496493502054363,1.375,1.0,,,,28.0,,,,,,,,,,,,,,14.0,14.0,,,,,CPU,sync,,ibm_torino,hardware,False,8.0,36.68,92.36,14.56,90.08,2.28,8.0,1.0,0.0,8.0,1.0,0.0
phase_code,16,1,8,ibmq,ibm_torino,56.529998779296875,,8.0,31.0,,185.0,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,124.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,8.0,31.0,31.0,46.0,185.0,30.0,124.0,61.0,8.0,1.0,0.0,46.0,,94.0,1.0,11.0,133.0,181.0,30.0,0.0,103.0,2.0,0.45112781954887216,30.0,46.0,60.0,30.0,1.0,0.0,1.0,2.8439532332122326,1.375,1.0,,,,30.0,,,,,,,,,,,,,,15.0,15.0,,,,,CPU,sync,,ibm_torino,hardware,False,8.0,31.0,185.0,30.0,124.0,61.0,8.0,1.0,0.0,8.0,1.0,0.0
phase_code,20,1,8,ibmq,ibm_torino,54.030656814575195,,8.0,39.0,,233.0,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,156.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,8.0,39.0,39.0,58.0,233.0,38.0,156.0,77.0,8.0,1.0,0.0,58.0,,118.0,1.0,11.0,133.0,229.0,38.0,0.0,95.0,2.0,0.5714285714285714,38.0,58.0,76.0,38.0,1.0,0.0,1.0,3.0457407431676984,1.375,1.0,,,,38.0,,,,,,,,,,,,,,19.0,19.0,,,,,CPU,sync,,ibm_torino,hardware,False,8.0,39.0,233.0,38.0,156.0,77.0,8.0,1.0,0.0,8.0,1.0,0.0
phase_code,23,1,8,ibmq,ibm_torino,52.720069885253906,,8.0,45.0,,269.0,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,180.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,8.0,45.0,45.0,67.0,269.0,44.0,180.0,89.0,8.0,1.0,0.0,67.0,,136.0,1.0,11.0,133.0,265.0,44.0,0.0,89.0,2.0,0.6616541353383458,44.0,67.0,88.0,44.0,1.0,0.0,1.0,2.932185165118426,1.375,1.0,,,,44.0,,,,,,,,,,,,,,22.0,22.0,,,,,CPU,sync,,ibm_torino,hardware,False,8.0,45.0,269.0,44.0,180.0,89.0,8.0,1.0,0.0,8.0,1.0,0.0
qaoa,4,1,1,nwqsim,MPI,150817.663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
